5.3,ntu,"Mz~nibr nzvz-krdr , sc tqrpipem pripekt kc bange kx trmcleu taol kcng tqpibz Dckta~Foks tqamingr-ngrgr drtqgr . ",mz nibr	nz- vz -kr -=dr		sc-	tq- r- pi -=pe -mq	pripekt	kc	-=nge	kx	tr- mc -=le -u	taol	kcng	tq- pi -bz		tq- a- mingr -ngr -=gr	drtq -=gr		,"mz nibr	nz- vz -kr -=dr	,	sc-	tq- r- pi -=pe -mq	pripekt	kc	-=nge	kx	tr- mc -=le -u	taol	kcng	tq- pi -bz		tq- a- mingr -ngr -=gr	drtq -=gr	.	","after	nmlz go nmlz.poss -=3augᵢᵢ	,	PFV	RL DETR say -=INCH* Pdir.hither	prefect	which	-=1minᵢᵢ	SUBR	NEG see -=3minᵢ NEG	towel	those	RL say Pdir.thither		RL CAUS dry APP -=1augᵢᵢ	body -=1augᵢᵢ	.	","In their going, the prefect said to me that he didn't see the towels that Doctor Fox said we dried our bodies with. ",~~~,ML ID,No comment,SGM 28,Adv	V>N V V>N A-D-P2	punct	V:(Procliticaspect)	V:(MOOD) V:(DETR) V V V:(PDIR)	N	RPRN	A-D-P2	SUBR	V:(NEG>) V Nom1 V:(<NEG)	N	RPRN	V:(MOOD) V V:(PDIR)		V:(MOOD) V:Any V V:(APP) A-D-P2	N A-D-P2	punct	,Adv ~~~ punct ~~~ V N RPRN A-D-P2 Particle ~~~ N pro ~~~ ~~~ ~~~ ~~~ punct ,~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~		~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~		
5.4,ntu,"Rpibo bade , mz nabz tewa kc ngi merikol , murde trlrprkru mz nzvz-krmgr kc mz tewa kc etu . ",r- pi -bo	-=de		mz	nabz	tewa	kc	ngi	merikol		murde	tr- lrpr -=kr -u	mz	nz- vz -kr -mq -=gr	kc	mz	tewa	kc	etu		,"r- pi -bo	-=de	,	mz	nabz	tewa	kc	ngi	merikol	,	murde	tr- lrpr -=kr -u	mz	nz- vz -kr -mq -=gr	kc	mz	tewa	kc	etu	.	","DETR say .bz(dir).=o(1min).=>..bo	-=3minᵢᵢ	,	PREP	insides	rain	which	be	miracle	,	because	NEG wet -=1augᵢ NEG	PREP	nmlz go nmlz.poss Pdir.hither -=1augᵢᵢ	that	PREP	rain	which	big	.	","I told him, in the midst of that rain there was a miracle, because we were not wet in our coming in the big rain. ",~~~,ML ID,No comment,SGM 28,V:(DETR) V V:Any	A-D-P2	punct	PREP	N	V	RPRN	V	N	punct	CONJ	V:(NEG>) V Nom1 V:(<NEG)	PREP	V>N V V>N V:(PDIR) A-D-P2	Det	PREP	V	RPRN	V	punct	,~~~ A-D-P2 punct PREP N V RPRN V N punct CONJ ~~~ PREP ~~~ RPRN PREP V RPRN V punct ,~~~ ~~~ ~~~	~~~		~~~	~~~	~~~	~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~		
5.5,ntu,Sc tqrpipemle bange kx nayapwxtibo mz mangrnzmungr mzli kc namu-ngrgr badr . ,sc-	tq- r- pi -=pe -mq -=le	-=nge	kx	na- yapwx -ti -bo	mz	mangrnzmungr	mzli	kc	na- -ngr -=gr	badr		,sc-	tq- r- pi -=pe -mq -=le	-=nge	kx	na- yapwx -ti -bo	mz	mangrnzmungr	mzli	kc	na- -ngr -=gr	badr	.	,PFV	RL DETR say -=INCH* Pdir.hither -=3minᵢ	-=1minᵢᵢ	SUBR	IRR tell TRNS .bz(dir).=o(1min).=>..bo	PREP	dining.hall	time	which	IRR APP -=1augᵢᵢ	~~~	.	,,~~~,ML ID,No comment,SGM 28,V:(Procliticaspect)	V:(MOOD) V:(DETR) V V V:(PDIR) Nom1	A-D-P2	SUBR	V:(MOOD) V V:Any V:Any	PREP	<NotSure>	N	RPRN	V:(MOOD) V:(APP) A-D-P2	<NotSure>	punct	,~~~ ~~~ A-D-P2 Particle ~~~ PREP ~~~ N RPRN ~~~ A-D-P2 punct ,~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~	~~~		
5.6,ntu,Zbz nigr kc tqyrkrtrpekr mz mangrnzmungr . ,zbz	nigr	kc	tq- yrkr -tr -=pe -=kr	mz	mangrnzmungr		,zbz	nigr	kc	tq- yrkr -tr -=pe -=kr	mz	mangrnzmungr	.	,so.then	ACC.1augᵢᵢ	which	RL depart Gdir.in -=INCH* -=1augᵢ	PREP	dining.hall	.	,Then we left for the dining hall.  ,~~~,ML ID,No comment,SGM 28,CONJ	A-D-P2	RPRN	V:(MOOD) V V:(GDIR) V Nom1	PREP	<NotSure>	punct	,~~~ Pers pro RPRN ~~~ PREP ~~~ punct ,~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		
5.7,ntu,"Ninge , mulzpekr badr pripekt mz tebol nyzdr . ",ni- -=nge		mu -lz -=pe -=kr	badr	pripekt	mz		nyz -=dr		,"ni- -=nge	,	mu -lz -=pe -=kr	badr	pripekt	mz		nyz -=dr	.	","ACC -=1minᵢᵢ	,	eat Gdir.up -=INCH* -=1augᵢ	~~~	prefect	PREP		PCLF8 -=3augᵢᵢ	.	","As for me, I ate with the prefect at their table. ",~~~,ML ID,No comment,SGM 28,Attachestoanycategory A-D-P2	punct	V V:(GDIR) V Nom1	<NotSure>	N	PREP		PCLF ~~~	punct	,Pers pro punct ~~~ A-D-P2 N PREP N PCLF punct ,~~~ ~~~		~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		~~~ ~~~		
5.8,ntu,"Mzli kc tqmu-ngrgr , rpibz kxetu r pripekt kc badr doa amrlx kx , “ Kzdq kc da mclx mzli kc tzvz-ngr Dckta~Foks ncdr Saemon , rtwztx-nrbalqbo badr taol kx naamingrti-ngrdr drtqdr . ",mzli	kc	tq- mu -ngr -=gr		r- pi -bz	kxetu	r	pripekt	kc	badr	doa	amrlx	kx			kzdq	kc	da	mc -=x	mzli	kc	tz- vz -ngr		ncdr	Saemon		r- twz -tx -nrbalq -bo	badr	taol	kx	na- a- mingr -ti -ngr -=dr	drtq -=dr		,"mzli	kc	tq- mu -ngr -=gr	,	r- pi -bz	kxetu	ngr	pripekt	kc	badr	doa	amrlx	kx	,	“	kzdq	kc	da	mc -=x	mzli	kc	tz- vz -ngr		ncdr	Saemon	,	r- twz -tx -nrbalq -bo	badr	taol	kx	na- a- mingr -ti -ngr -=dr	drtq -=dr	.	","time	which	RL eat APP -=1augᵢᵢ	,	DETR say Pdir.thither	leader	GEN1A	prefect	that	DAT.3augᵢᵢ	child	all	SUBR	,	“	a	which	thing	see -=1minᵢ	time	which	RL+3aug go APP		with	Simon	,	DETR take INTS;.very QNT .bz(dir).=o(1min).=>..bo	DAT.3augᵢᵢ	towel	SUBR	IRR CAUS dry TRNS APP -=3augᵢᵢ	body -=3augᵢᵢ	.	","When we were eating, the bigman of the prefects said to everyone, ""I saw something when Dr. Fox came with Simon, I uselessly took them towels so that they might dry their bodies. ",~~~,ML ID,No comment,SGM 28,N	RPRN	V:(MOOD) V V:(APP) A-D-P2	punct	V:(DETR) V V:(PDIR)	N(kxcl)	GEN	N	Det	A-D-P2	N	Adj	SUBR	punct	punct	Det	RPRN	N	V Nom1	N	RPRN	V:(MOOD) V V:(APP)		PREP	PN	punct	V:(DETR) V V:(INTNS) V:(QNT) V:Any	A-D-P2	N	SUBR	V:(MOOD) V:Any V V:Any V:(APP) A-D-P2	N A-D-P2	punct	,N RPRN ~~~ punct V N.(kx.cl) GEN N RPRN A-D-P2 N Adj Particle punct punct ~~~ RPRN N ~~~ N RPRN V ~~~ PREP PN punct V A-D-P2 N Particle ~~~ N punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~	+fr. var. of	~~~	~~~	~~~	~~~	~~~	~~~			~~~	~~~	~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~		~~~	~~~		~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~		
5.9,ntu,Suti drtwrnge nayapwxtimle dakc mclx bagu x nalalztqbzku bade .” ,suti	drtwr -=nge	na- yapwx -ti -mq -=le	da kc	mc -=x		x	na- lalztq -bz -=ku	-=de		,suti	drtwr -=nge	na- yapwx -ti -mq -=le	da kc	mc -=x		x	na- lalztq -bz -=ku	-=de	.”	,want	mind -=1minᵢᵢ	IRR tell TRNS Pdir.hither -=3minᵢ	thing definite.article	see -=1minᵢ		CONJ1	IRR listen Pdir.thither -=12augᵢ	-=3minᵢᵢ	.”	,I want him to tell us what I saw and we must listen to him. ,~~~,ML ID,No comment,SGM 28,V	N A-D-P2	V:(MOOD) V V:Any V:(PDIR) Nom1	N Det	V Nom1		CONJ	V:(MOOD) V V:(PDIR) Nom1	A-D-P2	punct	,V ~~~ ~~~ ~~~ ~~~ A-D-P2 CONJ ~~~ A-D-P2 punct ,~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~		
1,ntu,Be Ngr Nikaio x Mebqnr - Kx Yapwxti Peter Meya ,be			x			kx				,be			x			kx				,god			CONJ1			SUBR				,,~~~,ML ID,No comment,001 Nikaio,N			CONJ			SUBR				,N ~~~ ~~~ CONJ ~~~ ~~~ SUBR ~~~ ~~~ ~~~ ,~~~			~~~			~~~				
2,ntu,Mwx' nayapwxtibo trtenge nzyaneng mz trtede Yrpusz Mebqnr . ,mwx'	na- yapwx -ti -bo	trte -=nge		mz					,mwx	na- yapwx -ti -bo	trte -=nge		mz				.	,maybe;.I.think	IRR tell TRNS .bz(dir).=o(1min).=>..bo	father -=1minᵢᵢ		PREP				.	,,~~~,ML ID,No comment,001 Nikaio,V	V:(MOOD) V V:Any V:Any	N A-D-P2		PREP				punct	,V ~~~ ~~~ ~~~ PREP ~~~ ~~~ ~~~ punct ,+fr. var. of	~~~ ~~~ ~~~ ~~~	~~~ ~~~		~~~					
3,ntu,Trtenge drtqde Nikaio . ,trte -=nge	drtq -=de			,trte -=nge	drtq -=de		.	,father -=1minᵢᵢ	name -=3minᵢᵢ		.	,,~~~,ML ID,No comment,001 Nikaio,N A-D-P2	N A-D-P2		punct	,~~~ N ~~~ punct ,~~~ ~~~	~~~ ~~~			
4,ntu,Rpile nzyaneng Mztq . ,r- pi -=le				,r- pi -=le			.	,DETR say -=3minᵢ			.	,,~~~,ML ID,No comment,001 Nikaio,V:(DETR) V Nom1			punct	,~~~ ~~~ ~~~ punct ,~~~ ~~~ ~~~				
5,ntu,"Nzyabzng , nzyabzng , mrkc tzrpi-ngrbz Meesopxngrnrla . ",				mrkc				,"	,		,	mrkc			.	","	,		,	there			.	",,~~~,ML ID,No comment,001 Nikaio,	punct		punct	Adv			punct	,~~~ punct ~~~ punct Adv ~~~ ~~~ punct ,				~~~				
6,ntu,Nenq kc tqbaope . ,nenq	kc			,nenq 	kc		.	,wind	which		.	,,~~~,ML ID,No comment,001 Nikaio,N	RPRN		punct	,N RPRN ~~~ punct ,~~~	~~~			
7,ntu,"Nenq kx baole kc , nuz'mu scdr kc tqboope . ",nenq	kx		kc			sc -=dr	kc			,"nenq 	kx		kc	,		sc -=dr	kc		.	","wind	SUBR		which	,		PCLF1 -=3augᵢᵢ	which		.	",,~~~,ML ID,No comment,001 Nikaio,N	SUBR		RPRN	punct		PCLF A-D-P2	RPRN		punct	,N Particle ~~~ RPRN punct ~~~ Poss pro RPRN ~~~ punct ,~~~	~~~		~~~			~~~ ~~~	~~~			
8,ntu,"Nuz'mu kx boole kcma , sc tzwrlrpe-ngrdr . ",	kx		kcma		sc-			,"	kx		kcma	,	sc-		.	","	SUBR		that.one	,	PFV		.	",,~~~,ML ID,No comment,001 Nikaio,	SUBR		RPRN	punct	V:(Procliticaspect)		punct	,~~~ Particle ~~~ RPRN punct ~~~ ~~~ punct ,	~~~		~~~		~~~			
9,ntu,"Nzwrlr-ngrdr , xngibz trte yapitwztrpengr kc nanycde kc da . ",		xngibz	trte		kc	nanyc -=de	kc	da		,"	,	xngibz	trte		kc	nanyc -=de	kc	da	.	","	,	feeling	father		which	foot -=3minᵢᵢ	which	thing	.	",,~~~,ML ID,No comment,001 Nikaio,	punct	<NotSure>	N		RPRN	N A-D-P2	RPRN	N	punct	,~~~ punct ~~~ N ~~~ RPRN N RPRN N punct ,		~~~	~~~		~~~	~~~ ~~~	~~~	~~~		
10,ntu,Obqbz x lrpz sc olman Mebqnr . ,	x	lrpz	sc-	olman			,	x	lrpz	sc-	olman		.	,	CONJ1	cloth	PFV	old.man		.	,,~~~,ML ID,No comment,001 Nikaio,	CONJ	N	V:(Procliticaspect)	N		punct	,~~~ CONJ N ~~~ N ~~~ punct ,	~~~	~~~	~~~	~~~			
11,ntu,"Rpibzle kx , "" Melrmqnge ."" ",r- pi -bz -=le	kx					,"r- pi -bz -=le	kx	,	""		.""	","DETR say Pdir.thither -=3minᵢ	SUBR	,	""		.""	",,~~~,ML ID,No comment,001 Nikaio,V:(DETR) V V:(PDIR) Nom1	SUBR	punct	punct		punct	,~~~ Particle punct punct ~~~ punct ,~~~ ~~~ ~~~ ~~~	~~~					
12,ntu,"Rpibzle kx , "" Nila ?"" ",r- pi -bz -=le	kx					,"r- pi -bz -=le	kx	,	""		?""	","DETR say Pdir.thither -=3minᵢ	SUBR	,	""		?""	",,~~~,ML ID,No comment,001 Nikaio,V:(DETR) V V:(PDIR) Nom1	SUBR	punct	punct		punct	,~~~ Particle punct punct ~~~ punct ,~~~ ~~~ ~~~ ~~~	~~~					
13,ntu,"Rpibzle , "" Kzdq lrpz ."" ",r- pi -bz -=le			kzdq	lrpz		,"r- pi -bz -=le	,	""	kzdq	lrpz	.""	","DETR say Pdir.thither -=3minᵢ	,	""	a	cloth	.""	",,~~~,ML ID,No comment,001 Nikaio,V:(DETR) V V:(PDIR) Nom1	punct	punct	Det	N	punct	,~~~ punct punct ~~~ N punct ,~~~ ~~~ ~~~ ~~~			~~~	~~~		
14.1,ntu,"X rpibzle kx , "" E lrpz scnge ! ",x	r- pi -bz -=le	kx			e	lrpz			,"x	r- pi -bz -=le	kx	,	""	e	lrpz		!	","CONJ1	DETR say Pdir.thither -=3minᵢ	SUBR	,	""	conjunction	cloth		!	",,~~~,ML ID,No comment,001 Nikaio,CONJ	V:(DETR) V V:(PDIR) Nom1	SUBR	punct	punct	CONJ	N		punct	,CONJ ~~~ Particle punct punct CONJ N Poss pro punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~			~~~	~~~			
14.2,ntu,E rtclzngr mz blzmz nuz'mu . ,e		mz				,e		mz			.	,conjunction		PREP			.	,,~~~,ML ID,No comment,001 Nikaio,CONJ		PREP			punct	,CONJ ~~~ PREP ~~~ ~~~ punct ,~~~		~~~				
15,ntu,"Rpibzle kx , "" Naprtzbo wq x nakrka'bo ."" ",r- pi -bz -=le	kx				wq	x			,"r- pi -bz -=le	kx	,	""		wq	x		.""	","DETR say Pdir.thither -=3minᵢ	SUBR	,	""		high	CONJ1		.""	",,~~~,ML ID,No comment,001 Nikaio,V:(DETR) V V:(PDIR) Nom1	SUBR	punct	punct		V	CONJ		punct	,~~~ Particle punct punct ~~~ V CONJ ~~~ punct ,~~~ ~~~ ~~~ ~~~	~~~				~~~	~~~			
16,ntu,"Trtenge sc tqwrlr-ngrbzle nuz' , olman Mebqnr prtz mz blzmz nuz'mu , sc tqkrka'pe . ",trte -=nge	sc-				olman		prtz	mz				sc-	tq- krka' -=pe -=		,"trte -=nge	sc-			,	olman		prtz	mz			,	sc-	tq- krka' -=pe -=Ø	.	","father -=1minᵢᵢ	PFV			,	old.man		happen	PREP			,	PFV	RL pray -=INCH* -=3minᵢ	.	",,~~~,ML ID,No comment,001 Nikaio,N A-D-P2	V:(Procliticaspect)			punct	N		V	PREP			punct	V:(Procliticaspect)	V:(MOOD) V V Nom1	punct	,~~~ ~~~ ~~~ ~~~ punct N ~~~ V PREP ~~~ ~~~ punct ~~~ ~~~ punct ,~~~ ~~~	~~~				~~~		~~~	~~~				~~~	~~~ ~~~ ~~~ ~~~		
17,ntu,"Rpile kx , "" Mama apunana , trmami brkao , leuwaga leuwaga , amen ."" ",r- pi -=le	kx						trmami			leuwaga	leuwaga				,"r- pi -=le	kx	,	""			,	trmami		,	leuwaga	leuwaga	,		.""	","DETR say -=3minᵢ	SUBR	,	""			,	volcano		,	bird's.nest.fern	bird's.nest.fern	,		.""	",,~~~,ML ID,No comment,001 Nikaio,V:(DETR) V Nom1	SUBR	punct	punct			punct	N		punct	N	N	punct		punct	,~~~ Particle punct punct ~~~ ~~~ punct N ~~~ punct N N punct ~~~ punct ,~~~ ~~~ ~~~	~~~						~~~			~~~	~~~				
18,ntu,Mzli lcpwz x nrlc kc tqmrlzpe . ,mzli	lcpwz	x	nrlc	kc	tq- mrlz -=pe -=		,mzli	lcpwz	x	nrlc	kc	tq- mrlz -=pe -=Ø	.	,time	same	CONJ1	place	which	RL be.good -=INCH* -=3minᵢ	.	,,~~~,ML ID,No comment,001 Nikaio,N	Adj	CONJ	N	RPRN	V:(MOOD) V V Nom1	punct	,N Adj CONJ N RPRN ~~~ punct ,~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~		
19,ntu,Trtenge prtzbz x sc tzyapeng . ,trte -=nge		x	sc-			,trte -=nge		x	sc-		.	,father -=1minᵢᵢ		CONJ1	PFV		.	,,~~~,ML ID,No comment,001 Nikaio,N A-D-P2		CONJ	V:(Procliticaspect)		punct	,~~~ ~~~ CONJ ~~~ ~~~ punct ,~~~ ~~~		~~~	~~~			
20,ntu,"E krlc , me yrkrkipx nzryapwxngr . ",e	krlc		me		nzryapwxngr		,"e	krlc	,	me		nzryapwxngr	.	","conjunction	that.there.one	,	place		story	.	",,~~~,ML ID,No comment,001 Nikaio,CONJ	RPRN	punct	<NotSure>		Gerund	punct	,CONJ RPRN punct V ~~~ Gerund punct ,~~~	~~~		~~~		~~~		
1,ntu,Kzdq kc ncblo ncdr olvz rde nzmncng mz mztea nyz'dr . ,kzdq	kc	ncblo	ncdr	olvz	rde	nz- mnc -=ngq	mz	mztea	nyz' -=dr		,kzdq	kc	ncblo	ncdr	olvz	rde	nz- mnc -=ngq	mz	mztea	nyz -=dr	.	,"a	which	man	with	female	3min.poss	3augᵢ stay,.live,.be -=3augᵢ	PREP	village	PCLF8 -=3augᵢᵢ	.	",A man and his wife lived in their village.,~~~,ML ID,No comment,002 Breadfruit,Det	RPRN	N	PREP	N	Posspro	V:Any V Nom1	PREP	N	PCLF A-D-P2	punct	,Det RPRN N PREP N Poss pro ~~~ PREP N ~~~ punct ,~~~	~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~	~~~	~~~	+Bznwz: ~~~		
2,ntu,"Nedr doa ncblo nzling , kzdq drtqde Bia , x kzdq drtqde Nzlu . ",ne -=dr	doa	ncblo	nzling		kzdq	drtq -=de	bia		x	kzdq	drtq -=de	nzlu		,"ne -=dr	doa	ncblo	nzling	,	kzdq	drtq -=de	bia	,	x	kzdq	drtq -=de	nzlu	.	","PCLF7 -=3augᵢᵢ	child	man	two;.couple	,	a	name -=3minᵢᵢ	breadfruit	,	CONJ1	a	name -=3minᵢᵢ	coconut	.	","They had two boys, one named Breadfruit and one named Coconut.",~~~,ML ID,No comment,002 Breadfruit,<NotSure> A-D-P2	N	N	Gerund	punct	Det	N A-D-P2	N	punct	CONJ	Det	N A-D-P2	N	punct	,pro N N Gerund punct Det N N punct CONJ Det N N punct ,~~~ ~~~	~~~	~~~	~~~		~~~	~~~ ~~~	~~~		~~~	~~~	~~~ ~~~	~~~		
3,ntu,"Kzdq zbq , lxedr vz peto , a' trtedr mncmibzle doa kcng nzling . ",kzdq	zbq		lxe -=dr	vz	peto			trte -=dr	mnc -mi -bz -=le	doa	kcng	nzling		,"kzdq	zbq	,	lxe -=dr	vz	peto	,		trte -=dr	mnc -mi -bz -=le	doa	kcng	nzling	.	","a	day	,	mother -=3augᵢᵢ	go	bush	,		father -=3augᵢᵢ	stay,.live,.be COM Pdir.thither -=3minᵢ	child	those	two;.couple	.	","One day, their mother went to the jungle, but their father stayed with the two children.",~~~,ML ID,No comment,002 Breadfruit,Det	N	punct	N A-D-P2	V	N	punct		N A-D-P2	V V:(COMA) V:(PDIR) Nom1	N	RPRN	Gerund	punct	,Det N punct ~~~ V N punct CONJ ~~~ ~~~ N pro Gerund punct ,~~~	~~~		~~~ ~~~	~~~	~~~			~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		
4,ntu,"Mzli kc mz nrlc bea , Bia ncdr Nzlu sc tzmrgepeng brma nyz'dr . ",mzli	kc	mz	nrlc	bea		bia	ncdr	nzlu	sc-	tz- mrge -=pe -=ng	brma	nyz' -=dr		,"mzli	kc	mz	nrlc	bea	,	bia	ncdr	nzlu	sc-	tz- mrge -=pe -=ngq	brma	nyz -=dr	.	","time	which	PREP	place	midday	,	breadfruit	with	coconut	PFV	RL+3aug play -=INCH* -=3augᵢ	home	PCLF8 -=3augᵢᵢ	.	","At noon, Breadfruit and Coconut were playing inside their house.",~~~,ML ID,No comment,002 Breadfruit,N	RPRN	PREP	N	N	punct	N	PREP	N	V:(Procliticaspect)	V:(MOOD) <NotSure> V Nom1	N	PCLF A-D-P2	punct	,N RPRN PREP N N punct N PREP N ~~~ ~~~ ~~~ ~~~ punct ,~~~	~~~	~~~	~~~	~~~		~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ +fr. var. of	~~~	+Bznwz: ~~~		
5,ntu,"Rpibz trtedr kx , "" Bzkq mrgeamu ."" ",r- pi -bz	trte -=dr	kx			bzkq	mrge -=amu		,"r- pi -bz	trte -=dr	kx	,	""	bzkq	mrge -=amu	.""	","DETR say Pdir.thither	father -=3augᵢᵢ	SUBR	,	""	do.not	play -=2augᵢ	.""	","Their father said to them, ""Don't play.""",~~~,ML ID,No comment,002 Breadfruit,V:(DETR) V V:(PDIR)	N A-D-P2	SUBR	punct	punct	V	<NotSure> Nom1	punct	,V ~~~ Particle punct punct V ~~~ punct ,~~~ ~~~ ~~~	~~~ ~~~	~~~			~~~	~~~ ~~~		
6,ntu,A' sc tzmrgeng ye . ,	sc-	tz- mrge -=ng	ye		,	sc-	tz- mrge -=ngq	ye	.	,	PFV	RL+3aug play -=3augᵢ	only	.	,But they kept playing anyway.,~~~,ML ID,No comment,002 Breadfruit,	V:(Procliticaspect)	V:(MOOD) <NotSure> Nom1	<NotSure>	punct	,CONJ ~~~ ~~~ CONJ punct ,	~~~	~~~ ~~~ +fr. var. of	~~~		
7,ntu,Trtedr drtwrde kc tqngyape . ,trte -=dr	drtwr -=de	kc	tq- ngya -=pe		,trte -=dr	drtwr -=de	kc	tq- ngya -=pe	.	,father -=3augᵢᵢ	mind -=3minᵢᵢ	which	RL angry -=INCH*	.	,Their father got angry.,~~~,ML ID,No comment,002 Breadfruit,N A-D-P2	N A-D-P2	RPRN	V:(MOOD) V V	punct	,~~~ ~~~ RPRN ~~~ punct ,~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~		
8,ntu,Otile Bia lopxile x oti-kzpzle Nzlu lapupxle . ,oti -=le	bia	lopxi -=le	x	oti kz -pz -=le	nzlu	lapu -px -=le		,oti -=le	bia	lopxi -=le	x	oti kz -bz -=le	nzlu	lapu -px -=le	.	,get -=3minᵢ	breadfruit	break -=3minᵢ	CONJ1	get also Pdir.thither -=3minᵢ	coconut	split Gdir.out -=3minᵢ	.	,"He took Breadfruit and broke him, and he also took Coconut and split him.",~~~,ML ID,No comment,002 Breadfruit,V Nom1	N	V(comp) Nom1	CONJ	V Adv V:(PDIR) Nom1	N	V V:(GDIR) Nom1	punct	,~~~ N ~~~ CONJ ~~~ N ~~~ punct ,~~~ ~~~	~~~	~~~ ~~~	~~~	~~~ +Bznwz: +Bznwz: ~~~	~~~	~~~ ~~~ ~~~		
9,ntu,X sc tqngqpeleng . ,x	sc-	tq- ngq -=pe -=le -=ng		,x	sc-	tq- ngq -=pe -=le -=ngq	.	,CONJ1	PFV	RL eat -=INCH* -=3minᵢ -=3augᵢ	.	,And he ate them.,~~~,ML ID,No comment,002 Breadfruit,CONJ	V:(Procliticaspect)	V:(MOOD) V V Nom1 Nom1	punct	,CONJ ~~~ ~~~ punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~ +fr. var. of		
10,ntu,Dekc mzli ka nzmungr nzlu nidr ncdr Bia tqmrlz-ngrde . ,dekc	mzli	ka	nz- mu -ngr	nzlu	nidr	ncdr	bia	tq- mrlz -ngr -=de		,dekc	mzli	ka	nz- mu -ngr	nzlu	nidr	ncdr	bia	tq- mrlz -ngr -=de	.	,this	time	this	nmlz eat DER	coconut	ACC.3augᵢᵢ	with	breadfruit	RL be.good APP -=3minᵢᵢ	.	,That's why at this time eating coconut with breadfruit is good.,~~~,ML ID,No comment,002 Breadfruit,RPRN	N	V	V>N V V>N	N	A-D-P2	PREP	N	V:(MOOD) V V:(APP) A-D-P2	punct	,RPRN N V Gerund N Pers pro PREP N ~~~ punct ,~~~	~~~	~~~	~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~		
1,ntu,Kzdq kc doa ncblo drtqde Mengabq . ,kzdq	kc	doa	ncblo	drtq -=de	me- ngabq		,kzdq	kc	doa	ncblo	drtq -=de	me- ngabq	.	,a	which	child	man	name -=3minᵢᵢ	male.agent.of.action.which.follows excessive	.	,There was a boy named Mengabq (Mr. Excessive).,~~~,ML ID,No comment,003 Play on homonyms,Det	RPRN	N	N	N A-D-P2	V>PN V	punct	,Det RPRN N N N ~~~ punct ,~~~	~~~	~~~	~~~	~~~ ~~~	~~~ ~~~		
2,ntu,"Vzo prla mrkc Mabq , sc tqmwape . ",vz -o	prla	mrkc			sc-	tq- mwa -=pe		,"vz -o	prla	mrkc		,	sc-	tq- mwa -=pe	.	","go Gdir.down	sea	there		,	PFV	RL catch.fish -=INCH*	.	","He went down to the sea at Mabq, then started to fish.",~~~,ML ID,No comment,003 Play on homonyms,V V:(GDIR)	N	Adv		punct	V:(Procliticaspect)	V:(MOOD) V V	punct	,~~~ N Adv ~~~ punct ~~~ ~~~ punct ,~~~ ~~~	~~~	~~~			~~~	~~~ ~~~ ~~~		
3,ntu,Vecle kc bq x sc tqrpile namapupebzle nar bq kc . ,vec -=le	kc	bq	x	sc-	tq- r- pi -=le	na- ma -pu -=pe -bz -=le		bq	kc		,vec -=le	kc	bq	x	sc-	tq- r- pi -=le	na- ma -pu -=pe -bz -=le		bq	kc	.	,pull -=3minᵢ	which	titan.triggerfish	CONJ1	PFV	RL DETR say -=3minᵢ	IRR ADVRS spherical.object -=INCH* Pdir.thither -=3minᵢ		titan.triggerfish	which	.	,He caught a triggerfish and he wanted to bite the head of the triggerfish to kill it.,~~~,ML ID,No comment,003 Play on homonyms,V Nom1	RPRN	NP(comp)	CONJ	V:(Procliticaspect)	V:(MOOD) V:(DETR) V Nom1	V:(MOOD) CONJ vt:Any V V:(PDIR) Nom1		NP(comp)	RPRN	punct	,~~~ RPRN NP (comp) CONJ ~~~ ~~~ ~~~ N NP (comp) RPRN punct ,~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~		~~~	~~~		
